RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4592,15762543,Goliwe,1,0,0,1,1,2,1,0,1,0
4593,15658475,Lori,2,0,1,1,8,1,1,0,1,1
4594,15779743,Onwuamaeze,1,0,0,2,7,2,1,0,0,0
4595,15661532,Butusov,1,0,0,1,1,2,0,0,0,0
4596,15782360,Rogers,2,2,1,2,2,1,1,1,1,1
4597,15767908,Nicholson,0,0,1,1,6,2,0,0,0,0
4598,15677105,Rossi,1,2,0,2,4,1,1,0,1,1
4599,15641474,Hall,1,0,1,2,9,1,1,0,0,0
4600,15624451,Huddart,1,0,0,1,3,2,1,0,1,0
4601,15577985,Chinomso,0,0,0,1,5,2,1,1,0,0
4602,15571666,Shaw,1,2,1,1,8,1,0,0,0,0
4603,15783691,Hargreaves,2,1,0,1,1,1,1,0,1,0
4604,15671172,Swain,1,0,1,1,1,2,0,1,2,0
4605,15731760,Butcher,1,0,1,1,5,1,0,1,1,0
4606,15585599,Stone,0,0,0,1,8,2,0,1,1,0
4607,15784958,Allan,2,0,0,2,10,4,1,1,0,1
4608,15734524,Wang,1,0,1,2,3,1,1,0,2,1
4609,15614103,Colombo,2,2,1,2,8,1,0,1,1,1
4610,15794895,McKay,0,1,1,1,1,2,0,1,1,0
4611,15772381,Brient,1,2,1,1,8,1,1,0,1,0
4612,15710553,Yin,0,2,1,2,3,2,0,1,1,0
4613,15649292,Bellucci,2,0,0,2,7,1,0,0,2,1
4614,15792565,Duncan,2,0,0,2,7,2,1,1,1,0
4615,15718245,Pirozzi,2,0,1,1,1,2,1,1,1,0
4616,15703117,Findlay,0,0,0,2,1,2,0,1,1,0
4617,15758136,King,2,0,1,1,3,1,0,1,2,0
4618,15799932,Iweobiegbunam,2,0,1,1,10,2,1,1,2,0
4619,15633516,Tucker,0,0,1,2,1,1,0,1,2,0
4620,15622532,Izmailova,1,0,0,2,0,2,0,1,1,1
4621,15798960,Meng,1,0,1,1,2,1,0,1,0,0
4622,15698664,Liang,0,1,1,2,2,2,0,0,2,0
4623,15703614,Hutchinson,0,1,1,2,5,1,1,0,1,0
4624,15699195,Shen,1,0,0,1,3,1,1,1,2,0
4625,15710543,Okwuoma,1,0,1,2,1,1,1,1,2,1
4626,15695499,Chinwemma,0,0,0,2,10,2,0,1,1,0
4627,15622321,Golubova,0,0,0,1,3,1,1,1,1,0
4628,15715744,Schiavone,1,0,1,1,7,1,0,1,1,0
4629,15788151,Moore,1,1,1,1,1,2,1,1,2,0
4630,15687153,Graham,2,2,1,2,8,1,1,0,1,1
4631,15684958,Amadi,0,2,1,1,2,2,1,1,1,0
4632,15706116,McKay,1,2,0,1,8,1,1,0,0,0
4633,15740557,Fedorova,2,0,0,2,5,2,1,0,1,0
4634,15707291,Percy,0,2,1,2,8,2,1,1,2,0
4635,15583353,Floyd,1,1,0,2,3,1,1,0,0,1
4636,15761024,Long,1,0,0,1,2,2,1,1,1,0
4637,15630709,Castiglione,1,2,0,1,2,2,0,0,0,0
4638,15639590,Melendez,2,0,0,1,3,1,1,0,2,0
4639,15659399,Mazzi,0,2,1,2,7,2,1,0,0,0
4640,15567078,Kovaleva,2,0,0,1,8,1,1,1,1,0
4641,15696373,Gill,1,0,0,2,9,2,0,0,1,1
4642,15786617,Arcuri,0,2,1,1,3,1,1,0,1,0
4643,15657449,Chukwuma,0,2,1,1,3,1,1,0,2,0
4644,15672594,Stevenson,1,0,0,2,0,1,0,0,0,1
4645,15714240,Ponomarev,1,1,1,2,5,2,0,0,2,0
4646,15782144,Gilroy,0,0,0,1,3,2,1,1,0,0
4647,15665008,Sidorov,2,2,0,1,8,2,1,1,0,0
4648,15581733,Bates,2,0,0,1,4,2,1,0,2,0
4649,15751392,Fanucci,1,1,0,2,4,2,1,0,1,1
4650,15785815,Toscano,1,2,1,1,1,2,1,1,2,0
4651,15664214,Hearn,1,0,1,1,2,2,1,0,1,0
4652,15579996,Iroawuchi,0,2,0,1,7,1,0,0,2,0
4653,15675252,Martin,2,1,0,1,3,2,1,1,1,0
4654,15579617,Sinclair,0,0,0,2,3,2,0,1,2,1
4655,15593976,Swanson,0,2,0,1,5,4,0,0,2,1
4656,15716041,Chinomso,1,1,1,1,9,2,0,1,1,0
4657,15654489,Fomin,2,0,0,1,8,1,1,1,0,0
4658,15736302,McKay,1,0,1,2,4,2,1,1,2,0
4659,15805909,Bergamaschi,1,1,1,1,8,1,0,0,0,0
4660,15572762,Matveyeva,0,2,0,2,2,2,1,0,1,0
4661,15724632,Madukaego,0,0,0,2,0,2,0,1,2,0
4662,15670416,Ferri,2,0,0,2,0,1,0,1,0,0
4663,15749528,Achebe,1,1,1,2,6,2,0,1,2,0
4664,15578783,Mai,1,2,1,1,0,1,1,1,0,0
4665,15580719,Davis,1,0,0,1,10,2,1,1,1,0
4666,15656293,Davey,2,0,1,1,3,2,1,0,1,0
4667,15691875,Tsou,2,2,0,1,5,1,1,0,1,0
4668,15596870,Marino,2,2,1,2,3,1,1,0,1,1
4669,15780770,Kerr,0,0,1,1,7,1,1,1,2,0
4670,15751491,Hsiao,0,2,1,2,3,1,1,0,0,1
4671,15706200,Graham,1,2,1,2,2,2,1,0,1,0
4672,15808674,Ejikemeifeuwa,1,2,0,2,6,3,1,1,1,1
4673,15641411,Volkova,2,0,0,1,1,1,1,1,1,0
4674,15764661,Wang,1,0,1,1,2,1,1,0,1,0
4675,15689492,Benjamin,2,2,1,2,1,2,0,1,1,0
4676,15602405,Ryrie,1,2,0,1,9,1,1,0,1,0
4677,15610271,Andreev,1,1,0,2,3,1,1,0,0,0
4678,15791780,Ts'ao,1,2,0,2,10,3,0,1,2,1
4679,15589147,Frolov,0,1,1,2,8,1,1,1,1,0
4680,15756975,Montemayor,2,1,0,1,3,2,1,1,0,0
4681,15729582,Fu,1,2,1,2,3,1,0,0,1,0
4682,15742971,Whitehead,1,0,0,2,2,2,1,0,1,0
4683,15568046,Izuchukwu,2,0,1,1,7,1,1,0,2,0
4684,15694890,Lai,1,0,1,1,1,1,1,0,1,0
4685,15736963,Herring,1,0,1,2,1,2,1,1,1,0
4686,15646490,Duffy,0,1,1,2,1,1,0,1,1,0
4687,15607314,Chiefo,0,1,1,2,2,1,1,0,0,1
4688,15576745,Fyodorov,2,0,1,2,2,2,0,1,2,0
4689,15669606,Chu,1,0,1,1,5,2,1,0,1,0
4690,15737832,Robertson,2,1,1,2,0,1,0,0,2,1
4691,15681990,Palmerston,0,2,1,1,6,2,1,0,1,0
4692,15758050,Madukwe,1,1,1,1,4,2,1,0,0,0
4693,15787848,Chinedum,1,1,1,1,9,2,0,0,1,0
4694,15713594,French,0,0,0,1,7,1,1,0,1,0
4695,15588186,Polyakov,0,1,1,2,7,1,1,0,0,0
4696,15786739,Clements,1,0,1,1,1,1,1,1,2,0
4697,15699467,Connor,1,1,0,2,0,1,0,0,1,0
4698,15680706,Balashov,0,2,1,2,4,1,1,0,2,1
4699,15645717,Avdeeva,2,0,1,2,2,2,1,1,0,0
4700,15748597,Chester,2,1,1,2,5,1,0,1,2,1
4701,15773709,Hung,2,1,1,1,0,2,0,1,2,0
4702,15629787,Tu,1,0,1,1,10,2,0,0,0,0
4703,15661007,Thompson,1,0,1,1,0,1,0,0,2,0
4704,15686812,Jones,1,1,0,2,8,1,0,1,2,0
4705,15754113,Li,1,0,0,1,0,2,1,1,2,0
4706,15749489,Denisova,0,2,0,1,10,1,0,0,0,0
4707,15574352,Clogstoun,2,0,1,2,4,1,1,1,1,0
4708,15701281,Tan,0,0,1,1,8,2,1,1,0,0
4709,15811985,Power,0,1,1,2,6,2,0,0,1,0
4710,15713505,Harriman,0,0,1,1,1,2,0,1,2,0
4711,15685653,Benson,1,2,0,1,3,2,1,0,1,0
4712,15758831,Thornton,2,0,1,1,3,1,0,0,0,0
4713,15618774,White,0,0,1,2,3,1,1,0,1,1
4714,15764448,Mackenzie,2,2,1,1,0,1,1,0,1,0
4715,15611024,Kalinina,0,0,0,1,9,1,0,1,1,0
4716,15738220,Bennet,2,1,1,1,1,2,1,0,1,0
4717,15805764,Hallahan,1,0,1,0,10,2,0,1,1,0
4718,15580487,Martin,1,2,1,1,8,2,0,1,1,0
4719,15675787,Rivera,0,0,1,1,8,1,1,0,1,0
4720,15583580,Chiawuotu,0,2,0,1,1,1,1,0,1,1
4721,15780654,Sergeyev,1,2,0,1,3,2,0,1,0,0
4722,15695034,Christie,2,0,0,2,4,1,1,0,1,0
4723,15805671,Louis,1,0,1,1,0,1,0,1,1,0
4724,15790658,Iqbal,1,1,1,2,8,1,1,1,1,0
4725,15578648,Marino,0,2,1,2,6,1,1,0,1,0
4726,15734987,Robertson,1,0,0,2,7,2,1,0,0,0
4727,15721740,Pai,1,2,1,2,7,1,1,1,2,0
4728,15641822,Barese,1,0,0,0,1,2,0,1,0,0
4729,15765650,Chigolum,0,2,1,1,5,1,0,0,1,0
4730,15788556,Trouette,1,0,0,2,4,1,1,1,0,1
4731,15576550,Ugochukwu,1,1,0,1,1,1,1,0,1,1
4732,15622230,Cribb,1,0,0,1,3,2,0,1,1,0
4733,15653937,McIntyre,1,2,0,2,1,1,1,0,0,1
4734,15743538,Pickering,1,0,0,1,1,2,1,0,0,0
4735,15591740,Fletcher,1,0,0,2,4,2,1,1,1,1
4736,15650086,Uchenna,2,0,1,2,2,2,1,0,1,0
4737,15718773,Pisano,1,0,0,1,0,2,1,0,2,0
4738,15615140,Corson,2,0,1,1,6,1,1,1,2,0
4739,15644361,Hooper,1,0,0,1,1,1,0,0,0,1
4740,15774536,He,1,0,0,1,6,2,0,0,2,0
4741,15618661,Chidubem,0,0,1,1,6,1,1,1,1,0
4742,15605020,Schofield,1,0,1,2,2,2,1,0,0,1
4743,15762134,Liang,0,2,1,2,8,2,1,1,2,0
4744,15685279,Somadina,0,1,0,2,8,1,1,1,2,0
4745,15582849,McIntosh,2,0,0,2,1,1,1,1,0,1
4746,15655410,Hinton,2,2,1,2,1,1,1,0,1,1
4747,15649129,Sal,2,0,1,1,9,2,1,0,1,0
4748,15702380,De Luca,1,1,1,2,6,2,0,1,0,0
4749,15759067,Bromby,0,2,0,1,7,4,1,1,1,1
4750,15683027,Chang,0,2,1,1,4,2,1,1,2,0
4751,15597487,Hunter,2,0,0,1,5,1,1,1,1,0
4752,15763256,Sheppard,1,2,0,2,8,2,1,0,2,1
4753,15620111,Fan,1,0,1,2,8,1,1,0,1,0
4754,15623053,Muir,0,1,1,1,2,1,1,0,1,0
4755,15595592,Lai,1,0,0,2,2,1,1,0,2,1
4756,15740072,Padovesi,2,0,0,1,2,2,1,1,1,0
4757,15778005,Kemp,2,0,0,1,1,1,1,0,2,1
4758,15583278,Greece,2,1,0,1,8,1,1,1,0,0
4759,15601263,Young,0,1,0,2,7,2,1,0,0,0
4760,15709222,Chukwueloka,0,1,1,1,3,1,0,1,1,0
4761,15713949,Woods,2,0,1,1,1,1,1,0,2,0
4762,15717706,Forbes,2,0,0,1,3,2,1,1,0,0
4763,15756071,Kang,2,0,1,1,1,1,1,1,1,0
4764,15696564,Nweke,2,0,1,1,0,2,1,1,1,0
4765,15657637,Ts'ui,1,1,0,1,3,3,1,0,1,0
4766,15755863,Milano,1,1,0,2,1,2,0,1,2,0
4767,15719858,Chao,1,1,0,1,9,2,1,1,0,0
4768,15688876,Wan,1,1,1,1,9,2,1,1,0,0
4769,15698528,Napolitani,1,1,0,1,3,1,1,1,1,1
4770,15770345,Kovaleva,0,1,0,1,1,1,0,1,1,0
4771,15761506,Russell,1,1,1,0,5,2,1,0,2,0
4772,15716619,Chiebuka,0,2,0,1,3,1,1,1,0,0
4773,15788367,Ellis,0,1,1,2,6,1,1,1,1,0
4774,15709451,Gordon,1,2,0,1,1,2,1,1,1,0
4775,15640421,Conway,2,0,0,1,7,1,1,1,0,0
4776,15580068,Buccho,0,1,1,1,5,2,1,1,1,0
4777,15677123,Aksyonova,2,1,1,1,7,2,1,1,0,0
4778,15619801,Batty,0,0,0,1,1,2,0,1,1,0
4779,15582246,Rowe,2,1,0,2,2,2,0,1,2,0
4780,15711843,Pisani,1,2,1,1,1,3,0,0,1,1
4781,15680046,Onochie,1,1,1,1,8,2,1,0,1,0
4782,15804131,Farmer,2,1,0,2,7,2,0,0,2,1
4783,15722611,Cameron,2,0,0,2,8,1,1,1,1,0
4784,15729224,Jennings,1,0,0,1,5,2,1,0,1,0
4785,15811588,Eluemuno,1,1,0,2,7,1,1,0,2,1
4786,15702138,Swift,0,0,0,1,3,1,0,0,0,0
4787,15749799,Pisani,0,0,0,1,2,2,1,1,1,0
4788,15752885,Nnonso,0,0,1,2,1,1,1,1,1,0
4789,15674932,Cameron,2,1,0,2,9,2,1,0,2,0
4790,15743828,Stevens,1,0,1,2,2,1,1,1,1,1
4791,15642022,Zito,1,1,1,1,8,1,0,0,0,0
4792,15746461,Taylor,1,1,1,1,2,2,1,0,1,0
4793,15809991,Ferrari,2,1,1,0,4,1,1,1,1,0
4794,15787322,Yeh,2,0,0,2,6,1,1,1,0,0
4795,15575498,Gould,1,0,0,1,5,2,1,0,1,0
4796,15691387,Agafonova,0,0,1,1,9,1,1,1,1,0
4797,15765457,Fowler,2,1,1,1,1,1,1,1,2,0
4798,15666173,Chidumaga,2,2,0,1,1,1,1,1,1,0
4799,15627377,Sabbatini,1,0,1,2,6,2,1,1,1,0
4800,15656683,Johnson,0,0,1,2,1,1,0,0,1,1
4801,15679810,Chapman,1,0,1,1,6,2,1,0,2,0
4802,15606310,Birk,2,0,1,2,5,1,0,1,2,0
4803,15756871,Capon,0,1,1,1,3,1,1,0,1,0
4804,15610002,Chidubem,2,1,1,2,5,2,1,1,1,0
4805,15567802,Childs,0,1,0,1,2,2,1,0,2,0
4806,15745452,Sun,1,2,1,2,1,1,1,0,2,0
4807,15617252,Lung,1,0,0,1,1,1,1,0,2,0
4808,15753248,Tao,1,0,1,1,2,2,0,0,0,0
4809,15610755,Napolitano,1,0,0,1,0,1,1,1,2,0
4810,15662238,Davis,2,0,1,1,3,1,1,0,2,0
4811,15799186,Sagese,1,0,1,1,4,2,0,0,2,0
4812,15686941,Hutchinson,0,1,0,1,7,2,1,0,1,0
4813,15601172,Nelson,1,0,1,1,6,1,1,0,2,0
4814,15723858,Schiavone,0,1,1,1,3,2,0,1,0,0
4815,15615896,Chienezie,1,1,1,1,8,2,1,0,0,0
4816,15737647,Obioma,2,2,0,2,6,1,1,0,0,0
4817,15582841,Butusov,1,0,1,1,8,2,0,1,0,0
4818,15760090,Pisano,1,0,1,1,7,2,1,1,1,0
4819,15588587,Stetson,2,0,0,1,1,1,1,1,1,0
4820,15683157,Waring,1,0,1,1,4,1,0,1,2,0
4821,15694209,Fanucci,0,0,0,1,3,2,1,1,1,0
4822,15655875,Thao,0,0,0,1,3,2,1,0,1,0
4823,15805704,Murphy,2,0,0,1,2,4,0,1,2,1
4824,15744789,McConnell,2,1,0,1,6,1,1,0,0,0
4825,15799357,Armfield,2,0,1,1,5,1,0,0,1,0
4826,15726153,Fanucci,1,0,1,1,5,1,1,1,0,0
4827,15713346,Panina,2,0,1,1,10,1,1,1,1,0
4828,15665053,Nixon,1,1,1,2,4,1,0,1,0,1
4829,15592379,Walker,2,1,0,2,9,2,1,0,0,0
4830,15692599,Chiemela,1,0,1,1,5,1,1,0,2,0
4831,15620758,Martel,1,1,1,1,4,2,1,0,1,0
4832,15637428,Briggs,1,0,1,1,7,2,1,0,0,0
4833,15808389,Iheatu,1,0,0,2,7,1,1,1,2,0
4834,15807003,Jennings,2,0,1,1,10,1,1,0,2,0
4835,15702912,Ch'en,2,1,0,1,2,1,1,0,0,1
4836,15590623,Kovalyov,0,1,1,1,4,2,1,1,0,0
4837,15728078,Yeh,1,0,1,1,10,1,0,1,0,0
4838,15708256,Chien,2,0,1,1,3,2,1,0,2,0
4839,15582335,Brown,0,0,0,1,9,1,0,0,0,0
4840,15649150,Buddicom,0,0,0,2,5,1,1,0,1,1
4841,15691647,McGregor,0,0,0,1,2,2,1,1,1,0
4842,15668270,Thompson,1,2,0,2,5,2,1,1,0,1
4843,15624820,Ross,1,1,1,2,7,3,0,0,1,1
4844,15736254,Ch'ang,1,0,1,1,2,1,1,0,0,0
4845,15720814,Warren,1,2,0,1,2,2,0,0,0,0
4846,15642997,Uspenskaya,1,0,0,1,2,1,1,1,1,0
4847,15693200,King,2,0,0,1,7,2,1,0,2,0
4848,15624596,Trentini,0,0,0,1,5,1,0,1,2,0
4849,15807167,Konovalova,1,0,1,2,1,2,0,1,2,0
4850,15660301,Dellucci,0,2,1,2,6,2,1,1,0,0
4851,15593094,Goddard,0,0,1,1,9,1,1,0,1,1
4852,15618239,Neumann,0,0,0,2,0,1,1,0,1,0
4853,15574137,Ch'in,1,1,1,1,3,2,1,1,2,0
4854,15614740,Walters,1,0,0,2,6,2,1,1,1,0
4855,15574071,Muravyova,1,2,1,1,2,2,0,1,1,0
4856,15671148,Barry,0,2,1,1,5,2,0,0,1,0
4857,15721921,Woolnough,2,0,1,2,8,1,1,1,1,0
4858,15717995,Keen,2,0,1,1,0,2,0,1,2,0
4859,15632050,Liebe,2,0,0,2,10,1,1,0,1,0
4860,15647111,White,2,1,0,1,4,1,1,1,1,0
4861,15759991,Hunter,2,1,1,1,4,1,1,0,1,0
4862,15790204,Myers,1,1,0,1,9,1,1,0,0,1
4863,15686780,Rogova,1,1,0,2,1,1,0,1,0,0
4864,15640491,Raff,0,0,0,1,10,2,1,0,1,0
4865,15783225,Cocci,2,0,1,2,9,1,1,0,1,1
4866,15734438,Kanayochukwu,1,0,0,1,4,2,1,0,1,0
4867,15688760,Obialo,0,2,0,1,3,1,1,1,1,0
4868,15768124,Liu,1,0,0,1,3,1,1,0,1,0
4869,15661330,Gilbert,2,0,1,1,6,1,1,1,1,0
4870,15781272,Coles,1,0,1,2,4,3,1,1,1,1
4871,15573888,Ponomaryov,1,2,0,2,1,1,0,0,2,1
4872,15575858,Bergamaschi,2,0,1,1,3,2,1,0,1,0
4873,15645937,Guerin,2,1,1,1,3,1,1,0,1,0
4874,15702337,Sinclair,0,0,1,1,7,2,1,1,1,0
4875,15764537,Dominguez,1,0,1,2,8,2,1,0,0,0
4876,15619616,Costa,0,0,0,1,9,2,0,0,1,0
4877,15585133,Wei,1,1,0,1,8,2,0,0,0,0
4878,15573971,Mills,2,0,1,2,7,2,0,0,1,0
4879,15579433,Pugh,2,1,1,1,8,2,0,0,2,0
4880,15777045,Price,2,1,0,2,3,1,1,0,2,1
4881,15611580,Wood,2,1,1,1,4,1,1,0,1,0
4882,15614778,Robertson,0,0,1,1,6,2,1,0,0,0
4883,15771750,Sawtell,1,2,0,1,10,1,1,0,0,0
4884,15593280,Yuryeva,1,2,1,2,8,1,1,1,2,0
4885,15569274,Pisano,1,2,1,2,2,1,1,0,2,1
4886,15654408,Kharitonova,0,1,1,2,5,2,1,0,1,0
4887,15657468,Simmons,1,2,0,2,5,1,1,0,1,0
4888,15614213,Muramats,1,0,1,1,0,1,1,0,1,0
4889,15589869,Tang,0,0,1,2,9,2,0,1,2,0
4890,15693205,Peng,1,2,0,2,8,3,1,1,1,1
4891,15797113,Bevan,0,1,0,1,4,2,1,0,1,0
4892,15676958,Zito,2,2,1,1,5,2,1,1,1,0
4893,15739592,Sokolov,1,2,0,2,10,1,0,0,1,1
4894,15656263,Teng,2,1,1,1,5,2,1,0,1,0
4895,15636872,Amadi,1,0,0,1,8,2,0,0,2,0
4896,15589435,Davide,2,0,1,1,7,2,1,1,1,0
4897,15640464,Parkes,1,0,1,2,5,1,1,1,0,0
4898,15723851,Mazzanti,1,1,1,1,2,1,1,0,1,0
4899,15722122,Findlay,0,0,0,1,7,1,0,1,2,0
4900,15696852,Hsu,2,0,0,1,9,1,1,1,1,1
4901,15634936,Chukwukadibia,2,0,1,2,7,1,1,1,1,0
4902,15575935,Baxter,1,0,1,2,0,2,0,1,0,1
4903,15634491,Kung,1,0,1,1,2,2,1,1,2,0
4904,15628530,Booth,1,0,1,2,3,2,0,0,1,0
4905,15678720,Evans,2,0,0,2,7,2,1,1,2,0
4906,15627999,Kung,1,1,1,1,3,2,1,0,1,0
4907,15571244,Tung,2,1,0,1,3,2,0,1,1,0
4908,15739931,Yuan,0,0,1,1,2,1,1,1,1,0
4909,15806256,Jackson,0,0,1,2,2,1,1,0,1,1
4910,15787258,Ross,1,1,0,1,6,2,1,0,1,0
4911,15706463,Yang,1,0,0,1,9,2,1,1,0,0
4912,15691004,Yu,0,1,1,1,1,1,1,1,0,1
4913,15792228,Onwumelu,2,0,1,2,0,1,1,0,1,1
4914,15733447,Gay,0,0,0,2,1,1,1,1,1,1
4915,15679062,Morrison,2,2,0,2,10,2,1,1,1,0
4916,15594409,Belov,1,0,1,2,1,2,1,1,0,0
4917,15613816,Mao,0,1,0,1,6,1,0,1,1,0
4918,15681991,Walsh,0,0,1,1,7,1,1,0,1,0
4919,15796074,Bruno,1,0,0,1,2,2,1,0,1,1
4920,15625941,Gray,1,1,0,2,10,1,1,1,1,0
4921,15615016,Maurer,0,0,1,1,2,2,1,1,1,0
4922,15748414,Chiang,0,1,0,1,8,2,1,0,1,1
4923,15751203,Cattaneo,1,0,1,1,5,2,1,1,1,1
4924,15662658,Grieve,1,2,1,1,2,2,0,0,2,0
4925,15574868,Lowell,2,2,1,1,5,2,0,0,0,0
4926,15790282,Trentino,2,2,1,2,3,2,1,1,0,0
4927,15762927,Sung,1,2,0,1,6,1,1,0,2,0
4928,15803456,Yen,1,0,0,1,9,1,0,0,2,1
4929,15771857,Philipp,0,1,1,1,7,2,1,1,1,0
4930,15700601,Dynon,0,0,1,1,1,1,1,1,0,0
4931,15569670,Alexeyeva,1,2,1,1,6,1,1,1,1,0
4932,15772341,Hs?eh,1,2,1,2,6,1,1,1,0,0
4933,15661548,Ferri,1,0,0,1,0,1,0,0,1,0
4934,15787597,Hsu,0,2,0,1,1,2,1,1,0,0
4935,15806913,Bishop,1,0,0,2,2,1,1,1,1,0
4936,15804862,Toscani,0,2,1,2,6,1,0,0,1,0
4937,15792986,T'ao,0,2,1,1,1,1,1,0,0,1
4938,15625632,Philip,0,0,1,1,3,2,0,1,1,0
4939,15727703,Li Fonti,2,2,1,1,10,1,0,0,0,0
4940,15606273,Rene,1,0,1,1,5,2,0,0,2,1
4941,15799652,Daigle,2,0,0,1,0,2,0,0,0,0
4942,15715047,Joshua,1,1,1,2,9,1,1,0,2,1
4943,15784687,Simmons,1,0,1,1,1,1,0,0,2,0
4944,15615322,Jamieson,0,1,1,2,7,2,1,1,2,0
4945,15722072,Hou,1,0,1,2,5,1,0,1,1,0
4946,15646784,Cochran,0,0,0,1,2,2,1,1,1,0
4947,15644692,Bibb,0,0,0,2,8,1,1,1,1,1
4948,15670354,Jen,2,0,0,2,6,2,1,1,1,0
4949,15716357,Corran,2,1,0,1,4,2,1,1,1,0
4950,15786717,He,0,0,1,1,1,2,0,0,0,0
4951,15771383,Loggia,1,2,0,2,6,1,1,0,1,0
4952,15649793,Lovely,1,0,1,0,7,2,0,0,2,0
4953,15731543,Becker,1,1,1,2,9,1,1,1,0,0
4954,15684516,Plascencia,1,1,1,1,1,1,0,0,1,0
4955,15677249,Somadina,2,1,1,2,9,1,1,1,2,0
4956,15581525,Walker,2,2,1,1,3,2,1,0,1,0
4957,15628420,Alekseeva,1,1,1,1,2,1,0,0,2,0
4958,15600478,Watson,2,0,1,1,3,1,1,0,2,0
4959,15594502,Zotov,1,0,1,1,6,2,1,0,0,0
4960,15784361,Williamson,0,1,0,2,5,1,1,1,1,0
4961,15767626,Carpenter,2,0,1,2,10,2,1,1,0,0
4962,15632521,Cattaneo,1,2,1,2,0,2,1,0,2,0
4963,15665088,Gordon,0,0,0,2,2,2,0,1,1,0
4964,15652084,Boni,0,0,1,1,0,1,1,1,2,0
4965,15574761,Lynch,0,0,0,2,3,2,1,0,2,1
4966,15729515,McCarthy,2,0,1,1,1,2,1,1,2,0
4967,15682070,Davies,1,0,1,2,9,2,1,1,1,0
4968,15743817,Hargreaves,1,2,1,1,8,3,1,0,2,1
4969,15572158,Blackburn,1,1,1,2,3,1,0,0,0,0
4970,15584477,K?,1,1,0,1,1,1,1,1,1,0
4971,15614893,Meng,1,1,1,1,2,1,1,1,1,0
4972,15665963,Cattaneo,1,1,1,1,2,1,1,1,2,0
4973,15612524,Hunt,1,2,1,2,2,1,1,0,2,0
4974,15596962,Owens,1,0,0,1,4,2,1,1,1,0
4975,15744942,Steele,1,1,0,2,2,1,0,1,1,1
4976,15573278,Kennedy,2,0,1,1,6,2,1,0,0,0
4977,15717056,Pan,2,2,0,1,7,1,1,0,1,0
4978,15795881,Alexander,2,1,1,1,8,1,1,1,1,0
4979,15758939,Bray,0,2,1,1,7,1,0,1,1,0
4980,15792250,Nnabuife,1,2,0,2,4,1,1,1,1,0
4981,15740406,Padovesi,1,2,1,1,10,1,1,0,0,1
4982,15768137,Bray,1,1,0,1,6,2,0,0,2,1
4983,15569120,Lucas,1,0,1,1,7,2,1,1,2,0
4984,15723721,Tinline,0,0,1,1,4,1,1,0,2,0
4985,15777122,Esomchi,0,0,0,1,4,2,1,1,1,0
4986,15742681,Liao,0,2,1,1,4,1,1,1,0,0
4987,15582090,Iroawuchi,1,1,0,1,4,1,1,0,1,0
4988,15711254,Retana,0,0,0,1,7,2,1,0,2,0
4989,15775067,Fang,1,0,1,2,3,2,0,1,1,1
4990,15602851,Ozioma,1,0,1,1,9,1,1,0,0,0
4991,15802857,Robson,1,1,0,1,8,1,0,1,0,0
4992,15701175,Bruno,0,0,0,1,8,1,1,1,1,0
4993,15783019,Price,2,0,0,2,9,3,1,0,2,1
4994,15728912,Swanson,0,0,0,2,6,1,1,0,1,0
4995,15585580,Chang,2,2,0,2,9,1,1,1,1,1
4996,15583480,Morgan,2,0,0,1,4,2,0,1,1,0
4997,15620341,Nwebube,0,2,1,2,9,2,1,0,2,0
4998,15613886,Trevisan,2,1,1,2,1,1,1,0,0,1
4999,15792916,Ositadimma,0,1,0,1,7,1,1,1,0,0
5000,15710408,Cunningham,1,1,0,1,3,2,1,1,0,0
5001,15598695,Fields,2,2,0,2,9,2,0,1,1,0
5002,15649354,Johnston,2,1,1,1,4,2,1,1,0,0
5003,15737556,Vasilyev,1,0,1,2,7,2,1,1,2,1
5004,15671610,Hooper,2,0,1,1,7,1,1,1,0,0
5005,15625092,Colombo,0,2,0,2,3,1,1,0,0,1
5006,15741032,Tsao,2,0,1,2,5,1,0,1,1,0
5007,15750014,Chikere,2,2,0,1,0,2,1,1,1,0
5008,15784761,Ballard,0,1,0,2,7,3,0,1,1,1
5009,15768359,Akhtar,0,0,1,1,4,1,1,0,0,0
5010,15805769,O'Loughlin,1,1,1,1,4,2,1,0,1,0
5011,15719508,Davis,0,2,1,2,7,4,1,1,2,1
5012,15609011,Barry,0,1,1,2,8,1,1,0,0,1
5013,15703106,K'ung,0,0,1,1,5,2,1,1,1,0
5014,15626795,Gorman,1,0,0,1,3,1,1,0,1,1
5015,15773731,John,2,1,0,1,5,2,0,0,1,0
5016,15756196,Tsou,1,0,1,2,6,2,0,1,1,0
5017,15687903,Okonkwo,0,0,0,1,8,2,1,0,1,0
5018,15777599,Esposito,2,2,1,1,6,2,1,1,2,0
5019,15754577,Boni,0,0,0,2,8,1,1,0,2,1
5020,15584113,Pratt,2,2,0,2,4,1,0,1,1,1
5021,15669589,Page,0,2,0,2,1,1,0,1,1,1
5022,15632793,Wilkinson,1,0,0,1,9,1,1,1,0,0
5023,15711130,Tseng,2,0,1,2,2,2,1,0,1,0
5024,15615254,Clark,0,0,1,1,10,1,1,0,2,0
